AccountAge,MonthlyCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,CustomerID,Churn,TotalCharges_log
25,12.886908622927002,Premium,Electronic check,Yes,TV Shows,Yes,Mobile,11.693359951777191,168.5207865828227,21,Fantasy,5,Male,8,Yes,DR9FL4MR0T,1,7.001725676044683
77,17.14446929215201,Basic,Mailed check,No,TV Shows,No,Mobile,38.45887854198171,23.45485023294724,34,Sci-Fi,1,Female,4,No,YEANJUSLV3,1,6.726535041033488
50,12.347505163224936,Standard,Credit card,Yes,Both,Yes,TV,7.295086236010365,156.5532069072165,6,Drama,0,Female,13,Yes,EYLVDB5EN4,0,6.427095487031104
42,11.230513876753715,Standard,Credit card,Yes,TV Shows,Yes,Mobile,3.235864078090718,122.51383969685122,2,Action,4,Female,24,No,1W9TN1WH0B,0,6.586111777906586
46,11.326456319434984,Basic,,No,Both,Yes,Computer,27.92550466486781,179.20176979100492,44,Fantasy,3,Male,20,Yes,CRGSIW3CLV,0,6.454949605701873
102,14.74739357269243,Basic,Mailed check,Yes,Both,No,Mobile,8.929873328129688,58.09875889579104,42,Comedy,6,Male,12,Yes,6I8NWGDU2P,0,7.316703742766161
30,8.943443946747923,Premium,Bank transfer,Yes,Both,No,Tablet,38.537505918419455,54.55556564049619,9,Action,1,Male,5,Yes,OW1RMEE8HM,0,5.595838322067804
106,18.3886252254616,Premium,Credit card,Yes,Both,No,Computer,28.03241278841579,54.873783108328205,36,Fantasy,6,Male,21,No,PHCP2XFUON,0,7.575684274235765
51,9.9502322505367,Basic,,No,TV Shows,No,TV,35.45473420451614,41.51473250903179,24,Sci-Fi,5,Male,16,No,B1872RY7MO,0,6.231390177820599
42,17.574303724061323,Premium,Electronic check,No,TV Shows,No,Mobile,4.898315661839706,69.29014338754186,36,Drama,1,Male,8,No,GGPMOQCQYO,0,6.605461312755428
28,9.2128296098443,Premium,Electronic check,No,TV Shows,Yes,Computer,15.763324960757169,89.68849062076215,28,Drama,6,Female,7,No,GAUOWDRE1L,0,5.105953027210216
61,18.41882626464244,Basic,Bank transfer,No,Movies,No,TV,1.5992053088406324,139.2065366829792,37,Comedy,7,Male,17,Yes,RUESYFL42K,0,5.725596639015276
55,15.329939359735937,Premium,Mailed check,No,Both,No,Mobile,36.87873499373841,50.83446233816332,3,Comedy,9,Male,13,No,KQ0TIYK631,0,6.738326252941609
70,16.88768850303936,Standard,Electronic check,Yes,TV Shows,No,Computer,3.849716048450188,171.65542539045634,20,Action,8,Male,10,Yes,ZT43LLTR4W,0,7.075925674748943
100,14.175192584264028,Premium,,No,Movies,No,Mobile,26.916847005732205,151.58704292645015,0,Action,0,Male,6,Yes,7VKO4UY0SD,0,7.257368830770352
93,17.11512228297598,Premium,Credit card,No,TV Shows,Yes,Computer,39.5082784750744,104.67221480217177,49,Fantasy,8,Male,7,No,ULPI3HS6F4,0,7.373189969202055
36,8.40961553367217,Standard,,Yes,Both,No,TV,1.7941294435657713,79.54688454960055,14,Action,6,Female,12,Yes,858YZHCFEK,0,5.547403209717494
48,14.115133950507197,Standard,Credit card,No,Movies,No,Mobile,27.220292050288744,84.50156818185064,41,Comedy,2,Female,7,No,P13YS7C615,0,6.3762834067190095
9,16.017747788007064,Premium,,No,TV Shows,Yes,Computer,17.993044137999185,47.80430588266359,48,Drama,9,Female,12,No,QCSKM3P8JD,0,4.977834722960829
17,18.730905637662275,Standard,Electronic check,No,Movies,No,TV,39.43232902869723,124.42351057158278,20,Comedy,6,Male,17,No,T4JLWIQQL5,0,5.766523743704164
39,16.51309811498524,Standard,Credit card,No,TV Shows,No,Computer,15.601633542188946,87.97712137038285,32,Action,7,Male,22,No,HL0P6CJ8FY,0,6.469267101902071
8,19.535340938491306,Premium,Bank transfer,No,Movies,No,Mobile,7.608890350440838,128.0708122656859,40,Fantasy,1,Female,7,No,F2M1PZ1BWL,0,5.058044997982534
37,11.007934117185766,Premium,Mailed check,Yes,TV Shows,No,Mobile,16.0954256850411,170.0124212646226,13,Comedy,7,Male,6,No,4N4TO6A3WY,0,6.011986431206062
58,15.408730571575964,Basic,Credit card,Yes,Both,Yes,Tablet,32.53028709216756,19.79319130951919,22,Drama,5,Male,9,No,84X0FU6UO7,0,6.632276371015093
66,6.690906123787378,Basic,Credit card,No,Movies,No,Mobile,37.64288326455672,106.66777854104144,49,Comedy,8,Male,9,No,UAIBXDY84R,0,6.0926659851630935
93,7.851137321488951,Standard,,No,Both,Yes,Computer,35.47709799996926,15.965801715690088,33,Comedy,8,Female,0,No,3Q9JIF61JC,0,6.407497222640908
78,10.828806668239494,Basic,Credit card,Yes,Both,No,Tablet,39.574439937761966,72.58750384176238,9,Fantasy,1,Male,10,No,GC0LO4BFRQ,0,6.31675135222582
102,19.36762316994069,Premium,Credit card,Yes,Both,No,Mobile,37.63745329323309,127.5671437595938,26,Sci-Fi,5,Female,2,No,N256J62BNX,0,7.589081649917336
41,12.328261877946224,Premium,,Yes,TV Shows,No,Computer,25.300324567639457,60.61860157720909,27,Sci-Fi,0,Female,0,Yes,JTO0YRKRKG,0,6.572355436550311
12,18.50490507941789,Premium,Mailed check,Yes,Both,Yes,Mobile,28.71753444283874,66.90150350884656,45,Action,7,Male,22,Yes,WX1L0ANKDJ,0,5.407435687093274
107,16.64855042705477,Premium,,No,TV Shows,Yes,TV,17.184536340078747,96.74486359772602,34,Comedy,0,Male,9,Yes,EXHW66PX88,0,7.468057436512018
45,12.550999367773723,Premium,Electronic check,No,TV Shows,Yes,TV,28.488200056832103,99.99946786342508,5,Action,5,Female,8,No,TGQRIG46C4,0,6.487869230387776
52,15.567848062773466,Basic,Bank transfer,Yes,Both,No,Computer,7.507357378299924,74.06440985204581,27,Sci-Fi,1,Male,16,No,I8JTRUZW40,0,6.69768600962378
112,17.02369751971195,Standard,Mailed check,Yes,Movies,Yes,Mobile,14.34437986146369,27.16274363596406,6,Action,7,Male,15,Yes,JKHTU3M51L,0,7.362459830447795
110,18.81523149403904,Standard,Bank transfer,No,Both,Yes,Computer,26.82887161520724,95.2558018153535,48,Comedy,6,Female,11,No,EV17GLSSYW,0,7.594344248513383
79,13.906986256727516,Premium,Bank transfer,Yes,Movies,No,TV,4.528785910915756,123.07999143491236,38,Action,8,Male,18,Yes,VFEUCECPWW,0,7.00274896714597
107,15.126720963794156,Basic,Credit card,Yes,Movies,Yes,Computer,12.275172154910926,12.824330979746769,34,Comedy,4,Female,2,No,W946AC85BZ,0,7.2155913235377875
3,18.472040094948348,Premium,Electronic check,Yes,TV Shows,Yes,Mobile,8.213384704340468,32.09844768490231,12,Sci-Fi,9,Male,3,Yes,WXV45LT3VI,1,4.0327549383183525
63,10.76693076232878,Standard,Mailed check,Yes,Movies,No,TV,16.884172229570964,111.111638104919,16,Fantasy,6,Female,16,No,XLZZQZYQ7G,0,6.521087348796932
44,16.821920316714703,Standard,,Yes,TV Shows,No,TV,37.87574994517397,46.97924273063542,31,Drama,1,Female,3,No,2GT7QCMI2X,0,6.4326389852463866
43,15.873336347968715,Basic,Credit card,Yes,Both,No,Mobile,17.100633983860362,108.46242291731444,13,Drama,9,Female,12,Yes,QRHDMVN5AI,1,6.527304872509056
114,19.806556196005864,Standard,Electronic check,No,Both,Yes,TV,8.425359144710779,52.67133455495136,40,Comedy,6,Male,5,No,EZ8J70BYZ1,0,7.722654234366375
32,9.05838976984664,Basic,,Yes,Movies,No,Mobile,39.28698869410182,174.82899767410478,49,Drama,0,Female,4,No,TDFQEY6W68,0,5.672871180924056
45,16.058045340558344,Premium,Credit card,Yes,TV Shows,No,Mobile,10.040270258365382,85.85298844617948,25,Comedy,4,Female,3,Yes,CYZ4FB5F05,0,6.5842553928591085
115,10.590577350878522,Premium,Bank transfer,No,Movies,No,TV,21.21059473816396,112.66196783125945,38,Comedy,8,Female,0,Yes,7VOS3WL1AL,0,6.578175770907289
96,12.408432110009365,Basic,Credit card,No,Movies,No,Computer,2.58451898087399,134.90701985090166,21,Action,8,Male,24,Yes,LV2SCYJHMS,0,7.083563572588198
99,9.793680203551146,Standard,,Yes,TV Shows,No,TV,5.629901621092437,117.32907290136944,28,Sci-Fi,8,Male,20,No,B5QW11B018,0,5.91193276101167
95,12.328261877946224,Basic,Bank transfer,Yes,Movies,No,Mobile,12.489953957729488,101.82035489146094,23,Fantasy,6,Male,19,Yes,TJV7BO0136,0,6.572355436550311
60,17.20340013360117,Premium,Credit card,No,Movies,No,TV,28.670449208028003,29.173673515447703,18,Fantasy,6,Female,5,Yes,Z0D25GG54V,0,6.940419940439936
79,9.916439770923317,Premium,Bank transfer,No,TV Shows,Yes,Mobile,12.301021826883789,22.56785723919246,28,Action,9,Male,21,Yes,YTQG35GRHD,0,6.550520967235297
76,18.228749310392,Premium,,No,Movies,Yes,Mobile,39.906654936466666,43.1648890190373,16,Comedy,6,Male,21,No,SAUK1QUYC8,0,7.234454881151019
71,11.505491981045244,Standard,Credit card,Yes,Movies,Yes,Mobile,21.83212122842066,75.78552274129743,21,Drama,5,Male,2,Yes,BDM9MK60WD,0,6.706727768446429
116,15.804795413743673,Basic,,No,Movies,No,TV,6.698231083197337,145.75507732064247,26,Action,7,Male,20,Yes,CA2E7K8D48,0,7.514448891308726
9,5.88888449430368,Premium,,Yes,Movies,No,TV,37.03879983625825,64.83988630036926,42,Drama,6,Male,24,Yes,83HR5FUAIO,0,3.988983314133138
11,18.42556521547127,Standard,Electronic check,No,Movies,No,Computer,29.125622076987035,17.17289030646416,37,Action,8,Male,17,Yes,4Q11JWWSOA,1,5.316556111667629
116,9.24155325777912,Basic,Credit card,No,Movies,Yes,TV,10.055721153610987,60.80627781939168,35,Comedy,5,Male,13,Yes,CN4TFDDQ6J,0,6.978232547581916
89,8.128143967292758,Premium,,Yes,Both,No,Tablet,16.077441707594687,130.326630582951,48,Drama,2,Male,6,No,Y11JA4RDOE,0,6.585350370229393
41,5.673256296977358,Premium,Bank transfer,No,TV Shows,Yes,TV,12.47614618053327,126.55153136171268,20,Fantasy,5,Male,16,No,KS1OG3JNYN,0,5.453625268718324
51,10.888488236270424,Premium,,No,Both,Yes,TV,30.874030881714308,50.44935571675191,38,Fantasy,1,Female,19,Yes,OGYQEMT44Z,1,6.32133090582873
109,10.521429643206249,Basic,Electronic check,Yes,Both,No,TV,19.09208549173158,105.04545337478316,16,Drama,1,Male,5,No,DBH1U6MA20,0,7.045633562393394
57,11.648783689797504,Premium,Credit card,No,Both,No,TV,34.38995528226695,124.33051756860054,8,Fantasy,8,Male,13,Yes,UJ3FKH6C13,1,6.192879642207379
93,11.036298909599578,Standard,Credit card,No,TV Shows,No,Tablet,3.696226150891001,115.0459570589511,46,Fantasy,1,Female,18,No,JMQN67BIMY,0,6.921340270051679
108,12.328261877946224,Premium,,No,Movies,No,Mobile,30.40992624304561,100.15797453031146,38,Sci-Fi,6,Male,11,No,R6ASORQIRB,0,6.572355436550311
29,10.041580012031671,Standard,Credit card,No,TV Shows,No,Mobile,28.520045145119344,158.05539075027383,21,Fantasy,8,Male,14,No,M5H1KWNAUC,0,6.240460751561486
42,8.839327688260402,Premium,Electronic check,Yes,TV Shows,Yes,Mobile,29.46774701714116,132.8423754442819,29,Fantasy,9,Male,17,No,JVD1KRVB4R,0,5.919570407367376
19,19.532288150542463,Premium,Electronic check,Yes,Movies,Yes,Mobile,10.374125822594074,18.62951165904628,43,Fantasy,1,Male,18,Yes,6B5U1EXE68,1,5.919198847704982
4,9.468435677416108,Premium,Bank transfer,No,Both,Yes,Mobile,6.8357120562550975,148.89075933774924,49,Fantasy,4,Male,1,No,R3AW7SZUHS,0,3.660319028102805
88,9.995420833753832,Basic,,Yes,Both,No,TV,39.40359734926052,113.04161822445283,16,Comedy,5,Male,10,No,Q51ZQ7N9KI,0,6.256521227186593
76,7.802205440848072,Premium,Credit card,No,Movies,Yes,Mobile,36.67352107198279,31.341791980935632,40,Fantasy,2,Female,14,No,2PJF89J47A,0,6.386824795156452
48,11.10092719114806,Standard,,No,Both,Yes,Computer,34.83931113792924,31.70434416340649,35,Action,8,Female,5,Yes,QZTEHTNDM8,0,6.28010460774584
1,10.52298542655473,Standard,,Yes,Movies,No,Mobile,37.388107811476566,135.12171107414494,21,Fantasy,1,Male,8,No,FUFAHU0CWS,0,2.8826478658846457
67,13.366020406702908,Basic,Electronic check,Yes,Both,Yes,Mobile,28.10078586549968,5.523847445170883,43,Action,2,Male,18,No,OO1YZVH187,0,7.043392694848021
52,15.952221270731322,Basic,Electronic check,No,Both,No,Mobile,38.79493339841926,163.6183203319927,6,Drama,0,Female,15,Yes,IV0N8RP456,0,6.72204659965332
92,11.966010442720428,Basic,Mailed check,Yes,Movies,No,Computer,3.647883415416144,45.76462479232333,6,Drama,6,Male,15,No,2S6L3J7USY,1,7.017545734738061
13,7.570494017103376,Standard,Bank transfer,Yes,Both,Yes,Computer,7.40199171215326,116.37644568470724,37,Fantasy,4,Female,21,Yes,F4MGEQABRA,0,4.599317313520746
57,7.283573469093156,Premium,Credit card,Yes,Both,No,Computer,22.04199714109529,45.25899568341852,37,Sci-Fi,0,Male,7,No,36TKK1A9XM,0,6.031078663008422
12,13.549634254136418,Premium,Electronic check,No,TV Shows,Yes,Mobile,25.411487631889106,46.10048670933005,40,Drama,5,Male,0,Yes,GPK9OAORP0,0,5.09739759648383
23,13.67518419979022,Standard,,No,Both,Yes,Tablet,24.94336493463,123.80056037118908,30,Sci-Fi,0,Male,24,No,QEKERMMJ07,0,5.754251345184493
57,10.571768132112284,Premium,Bank transfer,No,Movies,No,TV,6.398580044404577,144.81912159475905,40,Sci-Fi,3,Female,24,No,MGSZTK52BL,0,6.402896457609459
42,11.159644167196854,Standard,,No,TV Shows,No,Computer,18.501224973416168,15.971131057589425,42,Action,6,Female,22,Yes,004B8RP449,0,5.921041715661633
67,12.031833954148937,Basic,Electronic check,No,TV Shows,Yes,Mobile,31.052014669676257,75.45057079647754,46,Fantasy,2,Female,0,No,MKL4EPBML1,0,6.41139682936462
87,17.72450454601256,Basic,,No,TV Shows,Yes,Computer,33.418894963270404,75.71120557438275,41,Drama,2,Female,3,Yes,ARV1S2HQ6T,0,7.34150452324679
113,7.929160051026665,Basic,,No,Movies,Yes,Mobile,9.185209448269976,26.27500153408148,4,Comedy,9,Male,9,Yes,AUMCDRSVRZ,0,6.799050383522064
45,11.49057208046079,Basic,Bank transfer,Yes,TV Shows,No,TV,7.958089266718842,62.86138791529736,46,Comedy,6,Male,18,Yes,33QCC94DU4,0,6.250121454775965
81,5.211851700402225,Standard,,No,Both,No,Mobile,5.292474200203707,25.68002955021113,24,Comedy,6,Female,23,No,5V8HQQ1ECK,0,6.047750329128546
104,13.17734210133202,Premium,,No,TV Shows,No,Mobile,24.08921244513249,16.47337846554982,10,Fantasy,6,Male,10,Yes,2UA9EKBZM0,0,6.737577441931578
118,19.08891935433728,Standard,Credit card,No,Movies,No,Tablet,27.02274737952882,35.221047655458946,31,Action,4,Female,3,No,FW9LTMVJ04,0,7.720236506785357
32,13.824709483636664,Premium,Bank transfer,No,Both,No,Mobile,32.63661926601702,158.12369230378633,5,Action,6,Female,21,No,EYJJVKHIKS,0,6.89799854368586
38,8.113105609387311,Basic,,Yes,Both,No,TV,36.40555667917698,139.55794631840024,19,Comedy,6,Female,24,No,3FQXJHY81A,0,6.332642081833146
66,10.079746082536577,Standard,Bank transfer,No,Movies,No,Computer,38.03272226549848,54.74303491747912,36,Action,2,Female,15,No,7Q64IRH6YJ,0,6.501684849875299
17,18.27481887524604,Premium,,No,TV Shows,Yes,Computer,9.841826744642992,141.17350104804532,9,Comedy,6,Male,2,No,MMABKI2UBJ,1,5.741951098914355
28,16.83699627734166,Standard,,Yes,Both,Yes,Mobile,9.079009490316562,132.59237329397828,13,Action,6,Female,12,No,351NBR30YF,1,6.157902067392319
42,8.859180184891613,Standard,Credit card,Yes,TV Shows,No,Mobile,4.834535807166721,19.63008002532872,49,Fantasy,0,Female,0,Yes,E3BD6SLJ6I,0,5.921807797531607
23,18.22696679989289,Premium,Mailed check,Yes,Both,No,Mobile,2.38935864787078,89.2710414214715,28,Action,3,Male,3,No,OI9M304RG6,1,6.040778946217349
53,14.333418023056076,Premium,,No,Movies,No,Tablet,39.11562710287847,171.06136836713895,4,Fantasy,4,Female,24,Yes,TDAUN2M912,0,6.6342011425541685
114,19.17443231702374,Premium,Credit card,No,TV Shows,No,Mobile,36.50427970344362,178.97381430765594,0,Comedy,1,Male,11,No,GDITS6LT00,0,7.576426119014224
18,8.40961553367217,Basic,Electronic check,Yes,Movies,Yes,Mobile,12.127626582653097,155.05576251681964,45,Comedy,2,Male,20,No,E6YC908LYM,1,5.555569756384491
4,7.2210535535045235,Basic,Mailed check,No,TV Shows,No,Mobile,35.97089952192202,104.3685004910828,4,Drama,3,Female,17,No,UMIVADTTU5,1,3.3973303882721124
17,7.477853226941878,Basic,Credit card,No,TV Shows,No,Mobile,10.4803191144208,79.0785995611456,21,Drama,2,Male,6,Yes,B2ABE9B1FV,0,4.852994680423702
70,7.310248631884635,Premium,Electronic check,No,Both,Yes,Computer,24.76833858957788,82.45643440671442,4,Drama,7,Male,21,No,4WWNPKGVPQ,0,6.239724824443111
54,11.017535663575066,Premium,,No,TV Shows,No,Mobile,37.34656826474166,125.68788466000352,45,Comedy,3,Male,21,No,HLX07UI6YP,0,6.221516781148901
66,17.749151677074032,Standard,,Yes,TV Shows,Yes,Computer,20.49569727171004,81.53988112756197,40,Fantasy,3,Male,3,Yes,4JN5D6JP1T,0,7.066845747100853
39,14.702130713222845,Basic,Credit card,Yes,TV Shows,Yes,TV,27.366928921548368,74.95215133232296,23,Comedy,1,Male,16,No,Z0R3UR81PR,1,6.353296591492729
114,12.328261877946224,Basic,Electronic check,Yes,Both,Yes,Mobile,4.377276130253012,119.21018864358363,48,Drama,2,Male,22,Yes,BL2SUNOQSK,0,6.572355436550311
61,8.377079626986013,Basic,Bank transfer,Yes,Movies,No,Computer,29.352840479144767,83.82451397040036,17,Action,1,Male,15,Yes,18EPJAQJKC,0,6.02222408106139
70,5.093756277048431,Basic,,Yes,Movies,No,Mobile,14.167690827769627,161.54938335444533,39,Action,8,Male,24,Yes,L30HY2WGQQ,0,5.879311400885578
105,17.276277929183994,Premium,Bank transfer,No,TV Shows,Yes,Mobile,30.555637729773057,7.892382626324247,45,Drama,8,Female,18,Yes,OFE46ZBD5E,0,7.503845805950242
32,5.245283552011579,Premium,,Yes,TV Shows,No,Computer,31.13896868196848,119.29224926280948,31,Drama,2,Male,15,No,UODLJT2O3W,0,5.129005260671254
22,13.43792832128182,Premium,Bank transfer,Yes,TV Shows,Yes,Computer,13.553510410684812,171.8189240136674,33,Comedy,6,Male,16,No,X4T5L3ZT4Y,0,5.239164171036538
19,12.328261877946224,Standard,Bank transfer,No,Both,No,Tablet,26.58313535848294,102.993383425374,12,Comedy,3,Female,16,No,K40UHGHJUF,1,6.572355436550311
6,9.922063392908113,Standard,Credit card,Yes,Movies,No,Mobile,18.08250506228263,60.62930002902269,43,Sci-Fi,3,Male,14,Yes,05T3QGK1J2,0,3.954933402078576
96,16.46477498824743,Premium,Bank transfer,No,Both,No,Mobile,16.19484725848684,140.59988154973345,26,Action,4,Male,11,Yes,LAAHWRYK4C,0,7.366203904863954
42,8.035885097774784,Premium,Credit card,Yes,TV Shows,No,Mobile,17.818596103515823,155.42506486388243,36,Action,4,Male,16,No,V6KBN10FVW,0,5.824545285943227
74,5.961468954536178,Premium,Credit card,Yes,TV Shows,No,Computer,21.083418894550675,14.422938985707331,12,Fantasy,1,Male,6,Yes,2RRYQ07KET,1,6.091646256799814
118,19.50611581965705,Premium,,No,Movies,Yes,Tablet,28.61992460402704,15.781522405541931,3,Sci-Fi,1,Male,0,No,3MMW9PUSJH,0,7.714094059906107
107,13.25439128691577,Standard,Electronic check,No,TV Shows,Yes,Computer,27.55488906083117,11.459166513205655,28,Drama,7,Male,9,Yes,ZN8J3FMTFQ,0,7.257862610682233
52,10.704133830860156,Premium,Electronic check,No,Both,No,Mobile,14.925117912922085,101.78984255598964,42,Comedy,9,Female,22,Yes,Y1LFICRZB9,0,6.360186925025942
52,11.05459597772434,Standard,Electronic check,No,Both,No,Mobile,32.80786750975908,127.465290820211,26,Drama,8,Male,0,No,MOQOTWQRGQ,0,6.4793613771599805
94,12.328261877946224,Standard,Bank transfer,Yes,TV Shows,No,Tablet,38.34687699736583,176.1220578842169,2,Fantasy,5,Male,16,Yes,I47RROYNVD,0,6.572355436550311
96,12.812747669735254,Premium,Bank transfer,No,Both,No,Mobile,31.544833198048,21.320568249798768,12,Comedy,8,Male,20,No,KA2PBJ9FC9,0,7.115601440615787
76,12.09684529890062,Basic,,Yes,Both,Yes,Mobile,37.29963113888319,49.962697807233,47,Fantasy,8,Male,7,Yes,DWQ2AA1JKB,0,6.824765161570328
27,5.72747857967302,Basic,Credit card,No,Both,No,Mobile,34.44136334040467,124.19938606948055,10,Fantasy,4,Male,22,No,0JMBL8XPEL,0,5.967026243997512
29,16.972230756886383,Premium,Mailed check,No,Both,Yes,TV,14.928366001560434,23.865005772730463,21,Action,9,Male,9,Yes,IJKVWZPK95,0,6.712601360388627
113,16.157430216651726,Standard,Credit card,Yes,Movies,Yes,Computer,21.04574156477117,118.32429603317136,2,Drama,3,Male,13,No,L8DGHTC96R,0,7.434934012033722
67,10.46473474318175,Standard,Bank transfer,Yes,Both,No,Computer,6.328515031109044,105.22255488642584,3,Comedy,2,Male,3,Yes,VN73HNYTBZ,0,6.389926214974636
110,5.268163547062501,Standard,Electronic check,No,Both,No,Mobile,33.97741030988806,104.41242616545556,26,Comedy,2,Male,5,No,QRF8NNPDUQ,0,6.363886338904347
86,7.141821004321254,Basic,Bank transfer,Yes,Both,No,Mobile,6.534141535316478,67.7788384651713,23,Fantasy,4,Female,12,No,CKH70MMPY0,1,6.421941901875225
100,11.3228994271988,Premium,,Yes,TV Shows,Yes,Mobile,7.197982534395362,27.314292835405112,11,Fantasy,0,Female,17,Yes,E9MSO5ZLWX,0,7.032880135367821
105,6.33156334221983,Basic,Electronic check,No,Both,No,Computer,22.567748473679533,144.46727780413704,25,Fantasy,6,Female,1,Yes,GNMVVKE9AD,0,5.543502862223233
93,14.614721763132485,Basic,Bank transfer,Yes,Both,No,TV,12.740977588217197,15.42316634654798,7,Fantasy,7,Female,13,No,LHORHJ5CMR,0,6.949013347833377
34,18.847231639568484,Basic,Electronic check,Yes,Both,Yes,Computer,13.446630008111896,115.71211580446143,32,Comedy,9,Female,14,No,748CEDNQ7N,1,7.473034985080058
44,6.43312771662943,Basic,Bank transfer,No,Movies,No,TV,29.822225189550966,81.30085495686932,8,Comedy,5,Male,11,No,JMQU91QOK5,0,5.6491771032576725
77,13.068920638137596,Basic,Electronic check,No,Both,No,TV,19.19755433084924,161.64787963392706,25,Drama,8,Male,4,No,YC0USCD8ZC,0,6.915035602135608
24,9.829060997277416,Premium,Credit card,Yes,Both,No,Computer,8.656138882548015,69.79926105638002,33,Fantasy,2,Male,21,No,ZUGZQS1D4O,0,5.4676274058928245
36,10.72260682284609,Standard,Credit card,Yes,TV Shows,No,TV,30.037572150641207,173.63019537386427,14,Drama,8,Female,3,Yes,W7M8QIONQ8,0,5.697676240629255
97,7.161833419428012,Basic,Electronic check,No,Movies,No,TV,14.642999289337476,23.94928131406329,7,Drama,2,Female,0,Yes,WCPOUTNE4A,0,6.210898590289039
46,6.995226174709426,Basic,Bank transfer,No,Both,Yes,Tablet,23.030784505966714,150.29177353850454,2,Drama,5,Female,2,No,XSQECK6Y8Z,0,5.776972228346882
2,13.726103123472871,Standard,Credit card,No,Both,Yes,TV,3.444698159480335,83.05725511490358,21,Action,0,Male,8,Yes,4GR6A63IK9,1,3.348225705788681
62,5.45301640094012,Standard,Bank transfer,No,Both,Yes,Mobile,37.01798001761056,124.50052023172348,41,Action,0,Female,13,Yes,7I4V3PQSKY,0,5.826256761339608
91,9.033717816100356,Basic,Electronic check,Yes,Both,No,Tablet,13.119244126347947,70.62844595878384,31,Comedy,0,Male,1,No,ZW3M3GQL1C,0,6.713039212134479
29,12.328261877946224,Basic,Credit card,No,TV Shows,No,Tablet,34.11979378832045,45.61042766960629,48,Drama,5,Female,12,No,BLIMGHIRDU,0,6.572355436550311
14,9.952627360454288,Basic,Bank transfer,No,Movies,No,Mobile,35.85937609118076,147.32430995129732,9,Action,1,Female,20,No,BQ83ULZAP2,1,4.776080222870746
101,16.067170222275912,Premium,Mailed check,Yes,Movies,No,Computer,23.82543853856169,81.7362987538475,41,Action,4,Female,13,Yes,4NSDCDH0NU,1,7.392514625468944
19,11.951758836464982,Standard,Electronic check,Yes,Both,Yes,Computer,28.5576040064766,23.108799360105674,41,Drama,8,Male,2,Yes,E0VIEOT4W2,1,5.429711429992111
30,15.61681234452427,Basic,Bank transfer,Yes,Movies,Yes,Mobile,17.3597821542505,24.73936293086072,19,Action,7,Female,4,No,ZOQ2A1G0KN,1,6.151677607094298
50,5.635360920239767,Basic,,No,Both,Yes,TV,20.91190380330628,177.24456320583093,10,Drama,0,Female,19,No,D9ITUT7CDE,0,5.644626936167355
7,11.88845807903719,Premium,Electronic check,Yes,Movies,Yes,TV,39.69637605157594,41.57496349587064,42,Drama,1,Female,10,No,I83BWHNJ7H,1,4.433423001569245
80,19.840652295422387,Basic,,No,TV Shows,Yes,Mobile,33.549780869250284,128.21320624827433,3,Drama,0,Female,13,Yes,41SCZRK5G8,0,7.370389435013502
15,9.313654824903718,Standard,,Yes,Both,No,Computer,16.965883155356966,11.874428352317048,17,Fantasy,1,Female,20,Yes,OP9E6UTDRH,0,6.110410800754393
23,5.210044251013108,Premium,Bank transfer,No,Movies,No,Mobile,1.8622935484384875,30.857049931876684,17,Sci-Fi,1,Female,5,No,6LNGPCGU6U,0,5.700347395822705
24,10.76320172020831,Premium,Credit card,Yes,Both,Yes,Mobile,13.47108965683023,89.87824133517708,30,Sci-Fi,8,Male,21,No,R6HJPBHQXL,1,5.869587464060078
44,9.55910650282296,Basic,,No,TV Shows,Yes,Mobile,15.144561698222278,112.48668638770172,37,Drama,8,Male,23,Yes,H6G7CLPEOV,0,6.016672160160276
46,5.6775595430155725,Standard,Credit card,No,TV Shows,Yes,Mobile,25.115553583261693,123.8171731138395,4,Drama,3,Female,15,Yes,EC0MXXWC5U,0,5.568984524014038
3,14.834273649113246,Premium,,No,TV Shows,Yes,Mobile,6.639450049623366,68.68796195668156,10,Comedy,5,Male,23,Yes,LO3HH3LSBR,1,7.099830314248962
65,13.663619773580006,Basic,Credit card,Yes,Both,Yes,TV,16.59906510258252,49.32265115122881,33,Comedy,0,Male,24,No,FZQBYD4YXB,0,6.790249400857094
54,18.223020013274613,Premium,Mailed check,Yes,Both,No,Computer,13.178376942805071,35.91821868829507,35,Comedy,3,Male,9,No,85KCPLQOUV,0,6.892685376984018
25,8.605401850262403,Standard,Electronic check,No,Both,Yes,Mobile,38.39894534931623,108.5560310570328,6,Fantasy,4,Female,18,Yes,2I05Y9K6A3,0,5.375903426469964
36,14.727699614024386,Standard,Electronic check,Yes,Both,Yes,Computer,30.980543444225628,5.984044655427549,0,Comedy,5,Female,18,No,1XT4I40S5F,0,6.27513330090587
68,11.556293158081845,Standard,Bank transfer,No,Movies,No,TV,4.461820790265391,16.5463812541445,45,Comedy,1,Male,0,No,DEAE3UQSNM,0,6.668009590141844
50,7.965923442112078,Standard,Credit card,Yes,TV Shows,No,Tablet,16.41787589311251,27.15023233110136,7,Sci-Fi,1,Male,7,Yes,ZI10E6KUI1,0,5.989703427510838
